title,summary,link,cluster
آمار مرگ‌های کرونا در ووهان چین درصد بالا رفت دولت پنهانکاری نکرده‌ایم ,مقامات در شهر ووهان چین، کانون اولیه شیوع ویروس کرونا در سال پیش با تجدید نظر در آمار تلفات آن را درصد افزایش داده‌اند، در عین حال دولت چین پنهانکاری در بحران کرونا را انکار می‌کند ,https://www.hamshahrionline.ir/news/502115/آمار-مرگ-های-کرونا-در-ووهان-چین-۵۰-درصد-بالا-رفت-دولت-پنهانکاری,5
فیلم فرود هواپیما در اتوبان ,خلبان این هواپیمای کوچک وقتی نتوانست در فرودگاه کبک کانادا فرود بیاید با هماهنگی آتش‌نشانی در اتوبان فرود آمد ,https://www.hamshahrionline.ir/news/502077/فیلم-فرود-هواپیما-در-اتوبان,5
شیلی برای بهبودیافتگان از کرونا کارت ایمنی صادر می‌کند ,شیلی به نخستین کشوری در جهان بدل می‌شود که برای افراد بهبودیافته از کووید کارت ایمنی صادر می‌کند ,https://www.hamshahrionline.ir/news/502104/شیلی-برای-بهبودیافتگان-از-کرونا-کارت-ایمنی-صادر-می-کند,5
فیلم توضیحات ساده و مهم مرکل درباره کرونا بازدید این ویدئو قابل توجه بوده است ,آنگلا مرکل با توجه به ضریب قابلیت تکثیر انتقال کرونا توضیح می‌دهد که چطور سیستم سلامت و درمانی کشور می‌تواند تحت فشار قرار بگیرد ,https://www.hamshahrionline.ir/news/502098/فیلم-توضیحات-ساده-و-مهم-مرکل-درباره-کرونا-بازدید-این-ویدئو,5
آیفون مهمترین گوشی سال می‌شود ,سال گذشته شرکت اپل با ارائه گوشی های آیفون ۱۱، پرو و پرو مکس به بازار که با دوربین پشت، ظاهر عجیبی داشتند تحول بزرگی در دنیای گوشی های خودش ایجاد کرد اما حالا همه نظرها به گمانه‌زنی‌ درباره گوشی رده اقتصادی این شرکت که با عناوینی مانند آیفون و آیفون SE۲ خوانده می شود جلب شده است ,https://www.hamshahrionline.ir/news/497674/آیفون-۹-مهمترین-گوشی-سال-می-شود,5
جنجال کندی سرعت اینترنت و نقش صدا وسیما حمله تند آذری جهرمی صدا و سیما فرکانس سال است پهنای باند را پس نمی دهد ,وزیر ارتباطات گفت شبکه‌ موبایل در تهران به حداکثر میزان ظرفیت نامی خود رسیده است تنها راه افزایش ظرفیت پهنای باند،اضافه کردن فرکانسی است که در اختیار صداوسیماست ,https://www.hamshahrionline.ir/news/497417/جنجال-کندی-سرعت-اینترنت-و-نقش-صدا-وسیما-حمله-تند-آذری-جهرمی,5
فعالسازی اینترنت رایگان صحت دارد ,چند رسانه معتبر امروز خبر از اینترنت رایگان به کاربران دادند، اما مشاور وزیر ارتباطات و فناوری اطلاعات که شایعه از قول او نقل شده بود، این مساله را تکذیب کرد و گفت تمام خبر دروغ است ,https://www.hamshahrionline.ir/news/497501/فعالسازی-اینترنت-رایگان-صحت-دارد,5
همکاری دو غول داروسازی جهان برای ساخت واکسن کرونا ,دو شرکت بزرگ داروسازی سانوفی و گلاکسواسمیت‌کلاین برای ساختن واکسنی برای کووید بیماری ناشی از ویروس جدید کرونا همکاری می‌کنند ,https://www.hamshahrionline.ir/news/502917/همکاری-دو-غول-داروسازی-جهان-برای-ساخت-واکسن-کرونا,0
عکس روز درون آی‌سی‌یوی کرونا ,پرستاری در بخش مراقبت‌های ویژه آی‌سی‌یو برای بیماران کووید در بیمارستان دانشگاه کراکوف لهستان با یک ماشین پزشکی کار می‌کند ,https://www.hamshahrionline.ir/news/502895/عکس-روز-درون-آی-سی-یوی-کرونا,5
سگ‌های بویاب پزشکی برای شناسایی بیماران کرونا آزمایش می‌شوند ,دانشمندان در بریتانیا می‌گویند سگ‌های بویاب پزشکی می‌توانند به شناسایی موارد کروناویروس در انسان‌ها کمک کنند ,https://www.hamshahrionline.ir/news/502891/سگ-های-بویاب-پزشکی-برای-شناسایی-بیماران-کرونا-آزمایش-می-شوند,0
فیلم آیا می‌توان ماسک‌ها را ضد عفونی کرد ,ماسک‌ها یکبار مصرف هستند اما آیا می‌توان آنها را به طریقی ضد عفونی کرد ,https://www.hamshahrionline.ir/news/502682/فیلم-آیا-می-توان-ماسک-ها-را-ضد-عفونی-کرد,3
عفونت با ویروس کرونا بسیار گسترده‌تر از حدی است که تصور می‌شد ,پژوهشگران آمریکایی می‌گویند عفونت با ویروس جدید کرونا در این کشور بسیار گسترده‌تر از حدی است که داده‌های بر مبنای آزمایش‌ نشان می‌دهند ,https://www.hamshahrionline.ir/news/502884/عفونت-با-ویروس-کرونا-بسیار-گسترده-تر-از-حدی-است-که-تصور-می-شد,0
یک داروی کرونا احتمالا تا ماه آینده به بازار می‌آید ,عضو کمیته کشوری مبارزه با بیماری‌های واگیر وزارت بهداشت، درمان و آموزش پزشکی گفت داروی رمدسیویر که در گذشته برای درمان ابولا تولید شده بود، مراحل نهایی کارآزمایی بالینی را برای درمان کرونا طی می‌کند و احتمالا تا سه ماه آینده به عنوان داروی درمان کووید به بازار دنیا معرفی می‌شود ,https://www.hamshahrionline.ir/news/502802/یک-داروی-کرونا-احتمالا-تا-۳-ماه-آینده-به-بازار-می-آید,0
این علائم ربطی به بیماری کووید ندارد ,همزمان شدنِ همه‌گیری کروناویروس با شروع آلرژی‌های فصلی ممکن است افراد را در تشخیص، گمراه سازد چرا که برخی از علائم این دو عارضه به یکدیگر شباهت دارند ,https://www.hamshahrionline.ir/news/502715/این-علائم-ربطی-به-بیماری-کووید-۱۹-ندارد,0
چه کسانی باید آزمایش کرونا بدهند ,آزمایش‌های مرتبط با کرونا بسیار جدید هستند و اینکه چه کسانی می‌توانند آزمایش دهند بستگی به امکانات آزمایشگاهی در آزمایشگاه و آن منطقه دارد ,https://www.hamshahrionline.ir/news/502714/چه-کسانی-باید-آزمایش-کرونا-بدهند,0
فیلم صحنه آهسته از پرواز یک عطسه را ببینید ,ویروس کرونا از طریق ترشحات حاصل از عطسه، سرفه و حتی صحبت کردن فرد بیمار در محیط پخش می‌شود و از راه مجاری تنفسی و چشم افراد سالم به آن‌ها انتقال می‌یابد ,https://www.hamshahrionline.ir/news/502684/فیلم-صحنه-آهسته-از-پرواز-یک-عطسه-را-ببینید,0
آیا روابط زناشویی می‌تواند عامل انتقال کرونا باشد توصیه‌های بهداشتی به زوجین ,تاکنون انتقال ویروس کرونا از راه مجاری تنفسی و چشم به اثبات رسیده است، اما آیا روابط زناشویی نیز می‌تواند باعث انتقال این ویروس شود ,https://www.hamshahrionline.ir/news/502640/آیا-روابط-زناشویی-می-تواند-عامل-انتقال-کرونا-باشد-توصیه-های,5
سلولیت؛ بیماری کارمندی با این روش‌ها سلولیت را از بین ببرید ,سلولیت را بیشتر پزشکان بیماری کارمندی می‌نامند اکنون با شیوع ویروس کرونا و دورکار شدن بسیاری از کارمندان و کم شدن تحرک آنان و همچنین انجام ندادن تمرینات ورزشی این بیماری در کمین بسیاری از افراد است ,https://www.hamshahrionline.ir/news/502764/سلولیت-بیماری-کارمندی-با-این-روش-ها-سلولیت-را-از-بین-ببرید,5
مقدمات تولید پادتن کرونا در کشور فراهم شد ,مقدمات تولید ایمنوگلوبولین اختصاصی پادتن کرونا با سعی و تلاش محققان ایرانی در کشور فراهم شد ,https://www.hamshahrionline.ir/news/502590/مقدمات-تولید-پادتن-کرونا-در-کشور-فراهم-شد,0
راستی‌آزمایی یک ادعای نگران‌کننده کرونا چقدر در برابر مواد ضدعفونی مقاوم است ,یک متخصص بهداشت محیط می‌گوید پژوهشی که اخیراً درباره مقاومت ویروس کرونا در برابر انواع گندزداها منتشر شده نتیجه عجیبی را نشان می‌دهد که اگر بخواهیم دستاورد این مقاله را تأیید کنیم، افراد بایستی دست‌های‌ خود را به مدت دقیقه در تشت ماده گندزدا قرار دهند و همیشه یک سطل و حجم زیادی گندزدا همراه داشته باشند ,https://www.hamshahrionline.ir/news/502537/راستی-آزمایی-یک-ادعای-نگران-کننده-کرونا-چقدر-در-برابر-مواد,5
مصونیت گروه‌خونی از کرونا صحت دارد ,تحقیقات درباره مصونیت یا خطرپذیری گروه‌های خونی با گذشت ماه از شیوع این بیماری در سراسر جهان و در حالی که تعداد مبتلایان به بیش از دو میلیون و هزار نفر رسیده به نتایج قطعی‌تری نزدیک شده هرچند که هنوز جامعه پزشکی بر این یافته‌ها مهر تایید صددرصدی نمی‌زند ,https://www.hamshahrionline.ir/news/502523/مصونیت-گروه-خونی-O-از-کرونا-صحت-دارد,5
فیلم قطرک‌های عفونت‌زایی که هنگام حرف زدن از دهان ما خارج می‌شوند ,قطرک‌ها و هواپخش‌هایی که هنگام حرف زدن تولید می‌شوند، مانند سرفه و عطسه کردن، می‌توانند باعث انتقال ویروس‌ها از شخصی به شخص دیگر شوند ,https://www.hamshahrionline.ir/news/502521/فیلم-قطرک-های-عفونت-زایی-که-هنگام-حرف-زدن-از-دهان-ما-خارج,0
سیر بالینی و بهبودی در بیماران کرونا چگونه است ,علائم ابتدایی بیماری کووید ناشی از ویروس جدید کرونا بسیار شبیه سایر ویروس‌های تنفسی است، بنابراین تشخیص بالینی آن از بیماری‌های مانند آنفلوانزا مشکل است ,https://www.hamshahrionline.ir/news/502499/سیر-بالینی-و-بهبودی-در-بیماران-کرونا-چگونه-است,0
تست آنتی‌بادی برای کرونا مصونیت در برابر ویروس را نشان نمی‌دهد ,سازمان جهانی بهداشت هشدار داد که شاهدی وجود ندارد که مثبت شدن آزمایش سرولوژیک افراد تست آنتی‌بادی نشان‌دهنده مصونیت افراد نسبت به ویروس کرونا و رفع خطر عفونت مجدد باشد ,https://www.hamshahrionline.ir/news/502494/تست-آنتی-بادی-برای-کرونا-مصونیت-در-برابر-ویروس-را-نشان-نمی-دهد,0
احتمال انتقال کرونا در روز بیشتر است یا شب ,یافته‌های جدید دانشمندان حاکی است که ویروس کرونا در برابر نور خورشید نابود می‌شود و کارشناسان بر این عقیده‌اند که همه‌گیری این ویروس تا تابستان دوام خواهد آورد ,https://www.hamshahrionline.ir/news/502404/احتمال-انتقال-کرونا-در-روز-بیشتر-است-یا-شب,0
همشهری همزاد زمین پیدا شد ,ناسا اعلام کرد تلسکوب فضایی کپلر سیاره‌ای فراخورشیدی همانند زمین را یافته است ,https://www.hamshahrionline.ir/news/502479/همشهری-TV-همزاد-زمین-پیدا-شد,5
آغاز کارآزمایی بالینی یک داروی جدید برای موارد شدید کووید ,پژوهشگران آمریکایی کارآزمایی بالینی با یک داروی جدید یک آنتی‌بادی مونوکلونال یا پادتن تک‌دودمانی را برای موارد کووید با درگیری شدید ریوی غاز می‌کنند ,https://www.hamshahrionline.ir/news/502464/آغاز-کارآزمایی-بالینی-یک-داروی-جدید-برای-موارد-شدید-کووید-۱۹,0
با بو کشیدن هم می‌توان لاغر شد ,یک مطالعه جدید، مسیرهایی را که از طریق آن وجود یا عدم وجود بوهای خاص می‌تواند باعث روشن و خاموش شدن ذخیره چربی در روده‌ شود را شناسایی کرده است ,https://www.hamshahrionline.ir/news/502182/با-بو-کشیدن-هم-می-توان-لاغر-شد,0
نکته برای در امان ماندن رانندگان از ویروس کرونا ,این روزها رانندگان یکی از اقشار پرخطر در برابر ابتلا به ویروس کرونا هستند برخی از مسافران ممکن است بیماران بدون علامت باشند و ویروس را به رانندگان منتقل کنند ,https://www.hamshahrionline.ir/news/502284/۱۱-نکته-برای-در-امان-ماندن-رانندگان-از-ویروس-کرونا,5
تاثیر چاقی بر افزایش احتمال ابتلا به کووید ,بنا به اعلام سازمان جهانی بهداشت و مرکز سلامت همگانی انگلیس ، چاقی یکی از بیماری‌هایی است که می‌تواند خطر ابتلا به کووید را افزایش دهد ,https://www.hamshahrionline.ir/news/502244/تاثیر-چاقی-بر-افزایش-احتمال-ابتلا-به-کووید-۱۹,0
نخستین واکسن غیرفعال جهان برای مهار کرونا وارد فاز انسانی شد ,نخستین واکسن غیرفعال جهان برای مهار بیماری کووید در شهر جیائوزو واقع در استان هنان چین، وارد فاز کارآزمایی بالینی می‌شود ,https://www.hamshahrionline.ir/news/502340/نخستین-واکسن-غیرفعال-جهان-برای-مهار-کرونا-وارد-فاز-انسانی-شد,0
بازگشت امن فضانوردان به سیاره خطرناک ,دو فضانورد ناسا صبح امروز در حالی با سلامت کامل به زمین بازگشتند که وضعیت سلامتی این سیاره سبز به دلیل شیوع ویروس مرگبار کرونا کاملا به‌هم‌ریخته و ناایمن است ,https://www.hamshahrionline.ir/news/502195/بازگشت-امن-فضانوردان-به-سیاره-خطرناک,5
داروی رمدسیویر برای درمان کرونا در کشور تولید می‌شود ,داروی رمدسیویر که در درمان بیماری کوویدـ۱۹ موثر است به همت یک شرکت فناور در پژوهشگاه شیمی و مهندسی شیمی ایران تولید خواهد شد ,https://www.hamshahrionline.ir/news/502197/داروی-رمدسیویر-برای-درمان-کرونا-در-کشور-تولید-می-شود,0
اکثر گوشی‌های رده بالا تا پایان سال مجهز به فناوری ۵G خواهند شد ,شرکت کوالکام بر این باور است که گوشی‌های رده بالا تا پایان سال مجهز به فناوری ۵G خواهند شد ,https://www.hamshahrionline.ir/news/502118/اکثر-گوشی-های-رده-بالا-تا-پایان-سال-۲۰۲۰-مجهز-به-فناوری-۵G-خواهند,5
فیلم فقط بشقاب پرنده کم داشتیم شیء عجیب در آسمان چک ,تصاویر مربوط به منطقه کرومیز در جمهوری چک است که اسپوتنیک آن را منتشر کرده است ,https://www.hamshahrionline.ir/news/502085/فیلم-فقط-بشقاب-پرنده-کم-داشتیم-شیء-عجیب-در-آسمان-چک,5
تغییر سطوح فلزات با لیزر خواص ضدباکتری‌ به آنها می‌دهد ,پژوهشگران با استفاده از تغییر سطوح فلزی با لیزر به پیشرفت جدیدی در تکنولوژی‌های ضد باکتری دست یافته‌اند ,https://www.hamshahrionline.ir/news/502102/تغییر-سطوح-فلزات-با-لیزر-خواص-ضدباکتری-به-آنها-می-دهد,0
یک پُرس اَفْسَرد لطفاً غذای گوشتی ایران عصر ساسانی ,در ایران عصر ساسانی، به خوراک و چگونه خوردن آن، توجه بسیار می‌شد از جمله خوراکی‌های محبوب آن دوران، غذاهای گوشتی سرد بود که اَفسَرد نامیده می‌شد رسالۀ خسرو و ریدگ که متنی به زبان فارسی میانه است، گوشت گاو، گوزن، بچه شتر، گوساله یک ساله، گاومیش و گورِ خانگی را مناسب برای تهیه انواع اَفسرَد معرفی می‌کند ,https://www.hamshahrionline.ir/news/502513/یک-پرس-افسرد-لطفا-غذای-گوشتی-ایران-عصر-ساسانی,0
پخش متری ویروس کرونا و قابلیت انتقال آن توسط کفش‌ها ,مطالعات جدید دانشمندان نشان می‌دهد که افراد آلوده به کروناویروس جدید می‌توانند با سرفه، صحبت کردن و حتی تنفس خود، ذرات هواپخش ویروسی را در شعاع چهار متری خود پخش کنند و این ذرات ویروسی می‌توانند با کفش افراد نیز جابجا شوند ,https://www.hamshahrionline.ir/news/502901/پخش-۴-متری-ویروس-کرونا-و-قابلیت-انتقال-آن-توسط-کفش-ها,0
تصاویر زوج سلطنتی بریتانیا به کمک گرسنگان لس‌آنجلس شتافتند ,مگان مارکل و همسرش پرنس هری روز شنبه برای دومین بار در این هفته با پوشش ماسک و دستکش بسته‌های غذا را به خانه تعدادی از شهروندان نیازمند و قرنطینه‌شده در منطقه کم‌درآمد لس‌آنجلس بردند زوج سلطنتی بریتانیا چند هفته پیش برای اقامت خود از کانادا به لس‌آنجلس مهاجرت کرده‌اند ,https://www.hamshahrionline.ir/news/502840/تصاویر-زوج-سلطنتی-بریتانیا-به-کمک-گرسنگان-لس-آنجلس-شتافتند,3
چگونه یک خرید اینترنتی ایمن داشته باشیم نکته ضروری برای خرید آنلاین ,تهیه کالا یا محصولی از فروشگاه‌های اینترنتی می‌تواند یک خرید خوب و تجربه‌ای موفق باشد، اگر در هنگام خرید به این نکات توجه کنیم ,https://www.hamshahrionline.ir/news/502830/چگونه-یک-خرید-اینترنتی-ایمن-داشته-باشیم-۷-نکته-ضروری-برای,5
زن علیه کرونا گزارشی خواندنی از تجربه موفق رهبران زن دنیا در مواجهه با کرونا ,تایوان، آلمان، نیوزیلند، فنلاند، دانمارک و ایسلند از معدود کشورهایی بودند که تاکنون در بحران کرونا بهترین عملکرد را داشته‌اند در نظر اول شاید هیچ نقطه مشترکی میان این شش کشور نباشد؛ اما وقتی به نام رهبران سیاسی این کشورها نگاه می‌کنیم، اشتراکی مهم جلب توجه می‌کند این شش کشور به دست زنان اداره می‌شوند ,https://www.hamshahrionline.ir/news/502512/۶-زن-علیه-کرونا-گزارشی-خواندنی-از-تجربه-موفق-رهبران-زن-دنیا,5
تعیین‌ تکلیف صنعت مد و پوشاک در فردای کرونا بازگشت به دوران قبل از کرونا وهمی بیش نیست ,کرونا خواهد رفت، اما تبعات آن تا چند سال ادامه خواهد داشت صنعت مد و پوشاک سال‌های بسیار سختی در پیش دارد تا بتواند زخم‌های کرونا را ترمیم کند و صنعت به خاموشی کشیده‌شده مد را مانند صنایع و صنوف دیگر، دوباره بازسازی کند در این گزارش دوران پساکرونا را متصوریم و می‌خواهیم بدانیم برنامه دولت و صنعت برای مرمت این پیکره آسیب‌دیده و رنجور چیست ,https://www.hamshahrionline.ir/news/502519/تعیین-تکلیف-صنعت-مد-و-پوشاک-در-فردای-کرونا-بازگشت-به-دوران,5
جزئیات یک طرح شیطانی ربودن هزار کودک برای طرح سرچشمه زندگی ,پایه‌های رژیم نازی در آلمان، بر ایده‌ها و نظریات نژادپرستانه استوار بود هیتلر و دوستانش معتقد بودند که تنها نژاد ژرمن حق فرمانروایی بر سراسر جهان را دارد شاید اقدام آنها برای خالص‌سازی نژادی که در قالب طرحی به نام سرچشمه زندگی و با هدایت شخص هاینریش هیملر، فرمانده اس اس و نفر دوم حکومت نازی‌ها انجام شد، عجیب‌ترین اقدام در نوع خود باشد ,https://www.hamshahrionline.ir/news/502516/جزئیات-یک-طرح-شیطانی-ربودن-۲۰۰-هزار-کودک-برای-طرح-سرچشمه-زندگی,5
آخرین آمار رسمی کرونا در ایران و جهان افزایش بی‌سابقه موارد ابتلا در سنگاپور جابه‌جایی رتبه ایران و ترکیه ,شیوع بیماری همه‌گیر کووید در حالی همچنان در سراسر جهان ادامه دارد که تعداد جان‌باختگان بر اثر این بیماری از هزار نفر فراتر رفته است تاکنون بیش از هزار نفر در ایالت متحده بر اثر ابتلا به نوع جدید ویروس کرونا جان خود را از دست داده‌اند در ایران نیز شمار جان‌باختگان به بیش از هزار مورد رسید ,https://www.hamshahrionline.ir/news/502510/آخرین-آمار-رسمی-کرونا-در-ایران-و-جهان-افزایش-بی-سابقه-موارد,6
نامه‌های عاشقانه یک مرد ساله به همسرش در دوران قرنطینه ,یک مرد ساله در شانگهای چین هر روز در دوران قرنطینه نامه‌هایش را به نگهبان خانه سالمندان می‌داد تا به همسرش تحویل دهند؛ آنها بعد از روز با هم دیدار کردند ,https://www.hamshahrionline.ir/news/502390/نامه-های-عاشقانه-یک-مرد-۸۴-ساله-به-همسرش-در-دوران-قرنطینه,0
پیری پوست با این نشانه‌ها ظاهر می‌شود ,با افزایش سن، درم یا لایه میانی پوست می‌تواند از دست رفتن تا درصد ضخامت خود به واسطه تغییراتی که در سلول‌های مسئول تولید کلاژن و الاستین رخ می‌دهند را تجربه کند ,https://www.hamshahrionline.ir/news/502466/پیری-پوست-با-این-نشانه-ها-ظاهر-می-شود,0
طرز تهیه کوکی لاهیجان؛ خوشمزه‌ترین کلوچه دنیا ,کلوچه لاهیجان یکی از خوشمزه‌ترین کلوچه‌های دنیاست که به‌راحتی نمی‌شود از آن گذشت البته با اینکه این کوکی به اسم کوکی لاهیجان معروف است، ولی در شهرهای مختلف ایران درست می‌شود و طرفدارهای زیادی دارد ,https://www.hamshahrionline.ir/news/502447/طرز-تهیه-کوکی-لاهیجان-خوشمزه-ترین-کلوچه-دنیا,0
ماده‌ غذایی مفید برای معده درد ,تقریبا همه‌ افراد هر از گاهی دچار معده درد می‌شوند، علائم شایع معده درد عبارت است از تهوع، سوء هاضمه، استفراغ، نفخ، اسهال یا یبوست دلایل زیادی برای معده درد وجود دارد و درمان آن نسبت به ناراحتی متفاوت است ,https://www.hamshahrionline.ir/news/502421/۱۱-ماده-غذایی-مفید-برای-معده-درد,0
ایوانکا ترامپ هم به کار ماسک‌سازی مشغول شد ,ایوانکا ترامپ با انتشار تصاویری از خود و دخترش با ماسک‌های دست‌ساز به جرگه فعالیت‌های خانگی در دوره قرنطینه پیوست ,https://www.hamshahrionline.ir/news/502456/ایوانکا-ترامپ-هم-به-کار-ماسک-سازی-مشغول-شد,5
احتیاط‌های غذایی برای جلوگیری از انتقال ویروس کرونا ,شیوع کرونا باعث شده است نگرانی‌هایی درباره انتقال ویروس کرونا از طریق مواد غذایی ایجاد شود ,https://www.hamshahrionline.ir/news/502486/احتیاط-های-غذایی-برای-جلوگیری-از-انتقال-ویروس-کرونا,0
تصاویر شاهدخت سوئد با لباس پرستاری برای مبارزه با کرونا ,یک شاهدخت سوئدی برای کمک به مبارزه با اپیدمی کووید در بیمارستانی در این کشور مشغول به کار شد ,https://www.hamshahrionline.ir/news/502481/تصاویر-شاهدخت-سوئد-با-لباس-پرستاری-برای-مبارزه-با-کرونا,5
دلیلی که نباید پوست‌ تخم‌مرغ را دور بیندازیم ,مواظب باشید دیگر پوست‌های تخم‌مرغ را دور نیندازید، آنها را در یک سبد جمع کنید تا خشک شوند سپس آنها را پودر کنید با پوست‌های تخم‌مرغ خیلی کار داریم ,https://www.hamshahrionline.ir/news/502280/۸-دلیلی-که-نباید-پوست-تخم-مرغ-را-دور-بیندازیم,0
تصاویر بدنسازی با تبر؛ خلاقیتی دور از ذهن در روزهای کرونایی ,شیوع ویروس کرونا در جهان باعث شد کارکرد بسیاری از نهادها تغییر کند مردم هم برای در امان ماندن از شر این ویروس دست به خلاقیت‌های فراوانی زدند که شاید بعضی از آنها مثل بدنسازی با تنه درخت، دور از ذهن باشد ,https://www.hamshahrionline.ir/photo/502311/تصاویر-بدنسازی-با-تبر-خلاقیتی-دور-از-ذهن-در-روزهای-کرونایی,5
عکس فخرفروشی رونالدو در قرنطینه خانگی ,کریستیانو رونالدو ستاره تیم یوونتوس با انتشار تصویری از لباس‌های گران‌قیمت خود در قرنطینه خانگی، فخرفروشی کرده است ,https://www.hamshahrionline.ir/news/502397/عکس-فخرفروشی-رونالدو-در-قرنطینه-خانگی,1
آخرین آمار رسمی کرونا در ایران و جهان رکورد روسیه؛ امیدواری ایتالیا وضعیت ایران در روز بازگشایی مشاغل ,شمار جان‌باختگان بر اثر ابتلا به ویروس جدید کرونا در قاره اروپا به مرز هزار نفر نزدیک شده و حدود هزار نفر در قاره اروپا جان خود را بر اثر ابتلا به بیماری همه‌گیر کووید از دست داده‌اند تعداد مبتلایان به این بیماری در جهان نیز از میلیون و هزار نفر فراتر رفته است ,https://www.hamshahrionline.ir/news/502116/آخرین-آمار-رسمی-کرونا-در-ایران-و-جهان-رکورد-روسیه-امیدواری,6
چطور با چاقی خداحافظی کنیم علت از بین نرفتن چربی شکمی ,اگر از کسانی هستید که تمام تلاششان را برای دستیابی به نتیجه مطلوب انجام می‌دهند، اما هنوز چربی شکمی‌شان از بین نرفته است، این مطلب را بخوانید ,https://www.hamshahrionline.ir/news/502120/چطور-با-چاقی-خداحافظی-کنیم-۸-علت-از-بین-نرفتن-چربی-شکمی,5
افزایش افسردگی و غم‌زدگی ایرانیان در زندگی پساکرونایی ,رئیس سازمان نظام روانشناسی و مشاوره کشور با بیان اینکه اختلالات روانی در دوران پساکرونا نسبت به دوران کرونا و قبل از کرونا افزایش می‌یابد و شیوع آن نیز بسیار بالا خواهد بود و باید برای دوران پساکرونا برنامه‌های مدونی را تدوین کنیم، گفت در دوران پساکرونا زندگی مردم هوشمند خواهد بود و باید مبتنی بر خودمراقبتی و دیگرمراقبتی باشد ,https://www.hamshahrionline.ir/news/502405/افزایش-افسردگی-و-غم-زدگی-ایرانیان-در-زندگی-پساکرونایی,5
طرز تهیه پی‌پُخ پیتزایی که وزیر ارتباطات برای دستور پختش جایزه گذاشت ,وزیر ارتباطات در صفحه اینستاگرام خود عکسی از خود در حال پختن پی‌پُخ منتشر کرد به بهانه این پست وزیر جوان این مطلب را اختصاص داده‌ایم به طرز تهیه این خوراک محلی که از غذاهای کرمانی محسوب می‌شود یک غذای راحت و سبک است که معمولا با ماست میل می‌شود ,https://www.hamshahrionline.ir/news/502100/طرز-تهیه-پی-پخ-پیتزایی-که-وزیر-ارتباطات-برای-دستور-پختش-جایزه,0
فیلم نبرد با کرونا در خانه نکته‌ای که باید دانست ,رعایت این نکات برای مقابله با ورود کرونا به خانه لازم است ,https://www.hamshahrionline.ir/news/502014/فیلم-نبرد-با-کرونا-در-خانه-۱۱-نکته-ای-که-باید-دانست,5
ماندگاری ویروس کرونا روی سطوح متفاوت چقدر است ,ماندگاری ویروس کرونا بر حسب سطوح متفاوت و نوع ماده ضدعفونی‌کننده‌ای که روی سطوح به کار می‌رود، متفاوت است ,https://www.hamshahrionline.ir/news/501969/ماندگاری-ویروس-کرونا-روی-سطوح-متفاوت-چقدر-است,0
طرز تهیه چیزکیک فرانسوی پخت این کیک به فر نیاز ندارد ,این روزها به خاطر ویروس کرونا کمتر کسی به شیرینی‌فروشی‌ می‌رود و کیک سفارش می‌دهد بهتر است برای سرگرم شدن هم که شده خودمان دست به کار شویم در این مطلب طرز تهیه چیزکیک فرانسوی آموزش داده شده است ,https://www.hamshahrionline.ir/news/501914/طرز-تهیه-چیزکیک-فرانسوی-پخت-این-کیک-به-فر-نیاز-ندارد,0
فیلم چگونه عضلات صورت را ورزش دهیم یوگای صورت راهی برای جوان‌تر دیده شدن ,امروزه ورزش یوگای صورت یکی از پرطرفدارترین ورزش‌ها برای زیبایی است یوگای صورت به سفت شدن عضلات صورت و ازبین رفتن افتادگی آن‌ها کمک می‌کند اگر به فکر زیبایی پوست و صورت خود هستید این مطلب را از دست ندهید ,https://www.hamshahrionline.ir/news/501912/فیلم-چگونه-عضلات-صورت-را-ورزش-دهیم-یوگای-صورت-راهی-برای,5
آخرین آمار کرونا در ایران و جهان وضعیت اضطراری در ژاپن افزایش شمار مبتلایان روزانه در ایران ,شمار مبتلایان به ویروس کرونا در سراسر جهان از میلیون نفر فراتر رفت بیماری کووید تاکنون جان بیش از هزار نفر را گرفته است و نزدیک به نیمی از جمعیت جهان مجبور به خانه‌نشینی شده‌اند در ایران نیز مجموع بیماران مبتلا به این ویروس به هزار و نفر رسید ,https://www.hamshahrionline.ir/news/501884/آخرین-آمار-کرونا-در-ایران-و-جهان-وضعیت-اضطراری-در-ژاپن-افزایش,6
سیستم ایمنی بدن را با این خوراکی تقویت کنید ,مصرف غذاهای تقویت‌کننده سیستم ایمنی، عادتی بسیار مفید است اگر به دنبال کشف راه‌های تقویت سیستم ایمنی بدن کودکان و بزرگسالان هستید قدم اول سر زدن به نزدیک‌ترین میوه‌فروشی محل است ,https://www.hamshahrionline.ir/news/501710/سیستم-ایمنی-بدن-را-با-این-۱۴-خوراکی-تقویت-کنید,0
چطور به‌ بچه‌ها یاد بدهیم در دوران کرونا با تنهایی کنار بیایند ,تنهایی بازی کردن، مهارتی‌ است که بچه‌های شما برای بقیه زندگی از آن استفاده می‌کنند و راهی است که در قرنطینه و خانه‌نشینی اجباری شما برای خودتان وقت داشته باشید ,https://www.hamshahrionline.ir/news/501714/چطور-به-بچه-ها-یاد-بدهیم-در-دوران-کرونا-با-تنهایی-کنار-بیایند,5
